year,emissions_mtco2,sector,yoy_change_mtco2,yoy_change_pct
2014,407.78,Other industry,-1.7940000000000396,-0.004380160850054055
2015,1440.666,Cement,-51.78500000000008,-0.03469795658282924
2015,14655.017,Coal,-359.866,-0.02396728632517483
2015,381.194,Flaring,-2.5779999999999745,-0.0067175302002229825
2015,6728.989,Gas,124.01299999999992,0.01877569275043542
2015,11770.022,Oil,208.1900000000005,0.018006661920014103
2015,427.64,Other industry,19.860000000000014,0.04870273186522148
2016,1476.147,Cement,35.480999999999995,0.024628192794166028
2016,14322.989,Coal,-332.02800000000025,-0.022656268498357952
2016,371.508,Flaring,-9.686000000000035,-0.025409633939673854
2016,6914.85,Gas,185.8610000000008,0.027620939787537296
2016,11900.264,Oil,130.24199999999837,0.011065569800973894
2016,407.072,Other industry,-20.567999999999984,-0.0480965297914133
2017,1499.947,Cement,23.799999999999955,0.016123055495150522
2017,14494.168,Coal,171.1790000000001,0.011951346188983325
2017,384.212,Flaring,12.704000000000008,0.03419576429040561
2017,7084.615,Gas,169.76499999999942,0.024550785628032337
2017,12085.292,Oil,185.02800000000025,0.01554822649312656
2017,426.376,Other industry,19.303999999999974,0.04742158635327405
2018,1546.849,Cement,46.902000000000044,0.03126910484170444
2018,14762.694,Coal,268.52599999999984,0.01852648596318187
2018,404.041,Flaring,19.829000000000008,0.05160952807304303
2018,7419.413,Gas,334.7979999999998,0.047257049253911436
2018,12142.828,Oil,57.53600000000006,0.004760828286151469
2018,458.178,Other industry,31.80200000000002,0.07458674972324901
2019,1615.727,Cement,68.87800000000016,0.044527940348411614
2019,14702.956,Coal,-59.737999999999374,-0.004046551395023116
2019,432.392,Flaring,28.351,0.07016862150128328
2019,7574.056,Gas,154.64300000000003,0.02084302356534136
2019,12325.908,Oil,183.07999999999993,0.015077212655898604
2019,435.527,Other industry,-22.65100000000001,-0.04943711832519242
2020,1624.052,Cement,8.324999999999818,0.005152479348305634
2020,14267.035,Coal,-435.9210000000003,-0.029648527819847947
2020,400.001,Flaring,-32.39100000000002,-0.07491119169642366
2020,7520.82,Gas,-53.235999999999876,-0.007028730709147104
2020,10932.342,Oil,-1393.565999999999,-0.11305990601260361
2020,413.979,Other industry,-21.548000000000002,-0.049475692666585545
2021,1666.885,Cement,42.833000000000084,0.026374155507336024
2021,14969.249,Coal,702.2139999999999,0.0492193367437593
2021,402.216,Flaring,2.215000000000032,0.0055374861562846895
2021,7878.698,Gas,357.8780000000006,0.04758497078775993
2021,11513.166,Oil,580.8239999999987,0.053128963583466256
2021,436.649,Other industry,22.670000000000016,0.0547612318499248
2022,1578.739,Cement,-88.14599999999996,-0.0528806726318852
2022,15449.177,Coal,479.9279999999999,0.032060927037822665
2022,398.871,Flaring,-3.3450000000000273,-0.00831642699445081
2022,7758.746,Gas,-119.95200000000023,-0.015224850603488067
2022,11914.912,Oil,401.746000000001,0.03489448514856826
2022,427.327,Other industry,-9.322000000000003,-0.021348955339414503
2023,1540.286,Cement,-38.452999999999975,-0.02435678094985933
2023,15636.373,Coal,187.1959999999999,0.012116891404635982
2023,411.343,Flaring,12.472000000000037,0.03126825464874618
2023,7802.845,Gas,44.09900000000016,0.005683779311759936
2023,12278.241,Oil,363.3289999999997,0.03049363688124593
2023,424.955,Other industry,-2.372000000000014,-0.00555078429399503
2024,1472.818,Cement,-67.46800000000007,-0.04380225490590713
2024,15805.254,Coal,168.88100000000122,0.010800522602012707
2024,415.708,Flaring,4.365000000000009,0.010611582061685769
2024,8009.828,Gas,206.98300000000017,0.026526606641551917
2024,12470.596,Oil,192.35499999999956,0.015666332009609485
2024,424.376,Other industry,-0.5790000000000077,-0.0013624972055864921
