year,emissions_mtco2,sector,yoy_change_mtco2,yoy_change_pct
1931,1.834,Other industry,-0.43999999999999995,-0.19349164467897975
1932,24.694,Cement,-6.199999999999999,-0.20068621738848966
1932,2522.37,Coal,-310.826,-0.10970861175859349
1932,88.22,Gas,-4.668999999999997,-0.05026429394223209
1932,555.986,Oil,-24.520999999999958,-0.04224066204197358
1932,1.32,Other industry,-0.514,-0.2802617230098146
1933,23.839,Cement,-0.8550000000000004,-0.03462379525390785
1933,2638.807,Coal,116.4369999999999,0.04616174470834965
1933,90.919,Gas,2.698999999999998,0.030593969621401023
1933,607.577,Oil,51.59100000000001,0.09279190483213608
1933,1.54,Other industry,0.21999999999999997,0.16666666666666663
1934,28.514,Cement,4.675000000000001,0.196107219262553
1934,2880.47,Coal,241.663,0.09158039977914263
1934,101.952,Gas,11.033000000000001,0.12134977287475666
1934,643.636,Oil,36.05899999999997,0.059348856194358854
1934,1.614,Other industry,0.07400000000000007,0.048051948051948096
1935,32.058,Cement,3.5440000000000005,0.12428982254331207
1935,2998.369,Coal,117.89900000000034,0.040930473151951016
1935,111.374,Gas,9.421999999999997,0.09241603892027618
1935,691.96,Oil,48.32400000000007,0.07507970343486081
1935,1.98,Other industry,0.3659999999999999,0.2267657992565055
1936,38.736,Cement,6.677999999999997,0.20830993823694546
1936,3287.721,Coal,289.35199999999986,0.09650313220287425
1936,125.532,Gas,14.158000000000001,0.12712123116705876
1936,753.446,Oil,61.48599999999999,0.08885773744147059
1936,2.494,Other industry,0.5140000000000002,0.2595959595959597
1937,40.804,Cement,2.068000000000005,0.05338703015282954
1937,3465.992,Coal,178.27100000000019,0.05422327502850765
1937,140.578,Gas,15.046000000000006,0.11985788484211203
1937,846.626,Oil,93.17999999999995,0.12367176944333097
1937,2.714,Other industry,0.21999999999999975,0.08821170809943854
1938,38.521,Cement,-2.2830000000000013,-0.05595039701990004
1938,3230.586,Coal,-235.4060000000004,-0.06791879496548185
1938,135.497,Gas,-5.080999999999989,-0.03614363556175212
1938,822.813,Oil,-23.812999999999988,-0.028126941530262465
1938,2.201,Other industry,-0.5129999999999999,-0.18901989683124537
1939,35.659,Cement,-2.862000000000002,-0.07429713662677505
1939,3435.781,Coal,205.19500000000016,0.06351634037911394
1939,141.331,Gas,5.833999999999975,0.043056303829604896
1939,854.5,Oil,31.687000000000012,0.03851057287621855
1939,2.861,Other industry,0.6600000000000001,0.299863698318946
1940,31.431,Cement,-4.227999999999998,-0.11856754255587644
1940,3795.503,Coal,359.7220000000002,0.10469875699295159
1940,153.52,Gas,12.189000000000021,0.08624434837367614
1940,900.981,Oil,46.480999999999995,0.05439555295494441
1940,3.227,Other industry,0.36599999999999966,0.12792729814750076
1941,43.293,Cement,11.861999999999998,0.3773981101460341
1941,3885.963,Coal,90.46000000000004,0.023833468185903168
1941,153.463,Gas,-0.05700000000001637,-0.0003712871287129779
1941,912.337,Oil,11.355999999999995,0.012604039374859176
1941,4.034,Other industry,0.8069999999999999,0.2500774713356058
1942,38.376,Cement,-4.917000000000002,-0.11357494283140465
1942,3910.556,Coal,24.592999999999847,0.006328675800567284
1942,166.049,Gas,12.586000000000013,0.08201325400910978
1942,863.508,Oil,-48.82899999999995,-0.05352079330335167
1942,4.034,Other industry,0.0,0.0
1943,34.769,Cement,-3.6069999999999993,-0.09399103606420678
1943,3926.686,Coal,16.13000000000011,0.004124733158149406
1943,182.9,Gas,16.851,0.10148209263530644
1943,926.591,Oil,63.08299999999997,0.07305433186490451
1943,4.328,Other industry,0.2940000000000005,0.07288051561725346
1944,22.664,Cement,-12.104999999999997,-0.3481549656303028
1944,3869.107,Coal,-57.57900000000018,-0.014663510145705608
1944,197.601,Gas,14.700999999999993,0.08037725533078181
1944,1068.786,Oil,142.19500000000005,0.1534603724836525
1944,4.328,Other industry,0.0,0.0
1945,22.986,Cement,0.3219999999999992,0.0142075538298623
1945,2999.876,Coal,-869.2309999999998,-0.22465933353613632
1945,216.7,Gas,19.09899999999999,0.09665436915805077
1945,1045.789,Oil,-22.99700000000007,-0.02151693603771014
1945,3.961,Other industry,-0.36700000000000044,-0.08479667282809622
1946,36.306,Cement,13.319999999999997,0.5794831636648393
1946,3236.01,Coal,236.13400000000001,0.07871458686959061
1946,223.837,Gas,7.1370000000000005,0.03293493308721736
1946,1108.431,Oil,62.64200000000005,0.05989927222412939
1946,3.961,Other industry,0.0,0.0
1947,43.141,Cement,6.835000000000001,0.18826089351622324
1947,3623.154,Coal,387.1439999999998,0.11963621867670364
1947,247.893,Gas,24.05600000000001,0.10747106153138226
1947,1246.469,Oil,138.038,0.12453458988425983
1947,4.548,Other industry,0.5870000000000002,0.1481949002777077
1948,51.635,Cement,8.494,0.19688927006791684
1948,3740.727,Coal,117.57299999999987,0.032450456149531556
1948,280.127,Gas,32.23400000000001,0.130031908928449
1948,1370.552,Oil,124.08299999999986,0.09954760206631681
1948,4.841,Other industry,0.29300000000000015,0.06442392260334216
1949,58.189,Cement,6.554000000000002,0.12692940834705146
1949,3547.274,Coal,-193.45299999999997,-0.05171534838014107
1949,300.46,Gas,20.33299999999997,0.07258493469033678
1949,1293.929,Oil,-76.62299999999982,-0.055906671180662844
1949,4.181,Other industry,-0.6600000000000001,-0.1363354678785375
1950,66.9,Cement,8.711000000000006,0.14970183367990522
1950,3879.955,Coal,332.68100000000004,0.09378497403922
1950,73.624,Flaring,,
1950,353.156,Gas,52.696000000000026,0.17538441057045873
1950,1551.783,Oil,257.8539999999998,0.19927986775163073
1950,4.988,Other industry,0.8070000000000004,0.19301602487443204
1951,75.766,Cement,8.866,0.13252615844544094
1951,4084.146,Coal,204.19100000000026,0.05262715675826144
1951,79.875,Flaring,6.251000000000005,0.08490437900684566
1951,416.186,Gas,63.02999999999997,0.1784763673843853
1951,1720.176,Oil,168.39300000000003,0.10851581696667642
1951,5.501,Other industry,0.5129999999999999,0.10284683239775458
1952,80.746,Cement,4.97999999999999,0.06572869096956405
1952,4030.056,Coal,-54.090000000000146,-0.013243894806894793
1952,85.364,Flaring,5.489000000000004,0.0687198748043819
1952,447.086,Gas,30.900000000000034,0.07424564978158812
1952,1819.094,Oil,98.91800000000012,0.05750458092660293
1952,5.355,Other industry,-0.1459999999999999,-0.0265406289765497
1953,89.546,Cement,8.800000000000011,0.10898372674807436
1953,4061.101,Coal,31.045000000000073,0.007703366901105115
1953,81.348,Flaring,-4.016000000000005,-0.04704559299001927
1953,474.53,Gas,27.44399999999996,0.06138416322586697
1953,1938.059,Oil,118.96499999999992,0.06539793985357542
1953,6.455,Other industry,1.0999999999999996,0.2054154995331465
1954,97.134,Cement,7.587999999999994,0.08473857012038498
1954,4053.676,Coal,-7.425000000000182,-0.001828321925507438
1954,77.615,Flaring,-3.733000000000004,-0.04588926587008905
1954,501.356,Gas,26.826000000000022,0.05653172612901192
1954,2054.232,Oil,116.173,0.05994296355270918
1954,5.721,Other industry,-0.734,-0.11371030209140201
1955,107.436,Cement,10.302000000000007,0.10605967014639577
1955,4386.083,Coal,332.4069999999997,0.08200137356808973
1955,96.836,Flaring,19.221000000000004,0.24764542936288095
1955,547.242,Gas,45.88599999999997,0.09152378748833158
1955,2299.538,Oil,245.30600000000004,0.11941494436850368
1955,6.968,Other industry,1.2469999999999999,0.217968886558294
1956,116.488,Cement,9.051999999999992,0.08425481216724368
1956,4608.297,Coal,222.21399999999994,0.05066342793786619
1956,108.174,Flaring,11.338000000000008,0.11708455533066224
1956,587.242,Gas,40.0,0.07309380493456277
1956,2499.033,Oil,199.4949999999999,0.08675438283690023
1956,7.042,Other industry,0.07399999999999984,0.010619977037887463
1957,122.452,Cement,5.963999999999999,0.05119840670283633
1957,4691.583,Coal,83.28600000000006,0.01807305388519882
1957,106.383,Flaring,-1.791000000000011,-0.016556658716512386
1957,646.687,Gas,59.44500000000005,0.10122743264276066
1957,2612.05,Oil,113.01700000000028,0.04522429275643831
1957,6.822,Other industry,-0.21999999999999975,-0.031241124680488463
1958,129.694,Cement,7.24199999999999,0.0591415411753176
1958,4761.458,Coal,69.875,0.014893693663737806
1958,95.115,Flaring,-11.268,-0.10591917881616425
1958,705.853,Gas,59.16599999999994,0.09149093765608392
1958,2719.235,Oil,107.18499999999995,0.04103481939472826
1958,6.161,Other industry,-0.6610000000000005,-0.09689240691879221
1959,145.245,Cement,15.551000000000016,0.11990531558900194
1959,4953.932,Coal,192.47400000000016,0.040423332517056786
1959,91.693,Flaring,-3.421999999999997,-0.03597750091993899
1959,758.26,Gas,52.40700000000004,0.07424633741019737
1959,2897.693,Oil,178.45800000000008,0.06562801670322722
1959,8.289,Other industry,2.128,0.34539847427365694
1960,157.394,Cement,12.149000000000001,0.0836448758993425
1960,5158.323,Coal,204.39100000000053,0.04125833782135091
1960,89.14,Flaring,-2.5529999999999973,-0.027842910582050944
1960,834.618,Gas,76.35800000000006,0.10070160630918162
1960,3119.97,Oil,222.2769999999996,0.0767082641259787
1960,27.507,Other industry,19.218000000000004,2.3184943901556285
1961,164.144,Cement,6.75,0.042886005819789824
1961,4944.186,Coal,-214.13700000000063,-0.041512910300498945
1961,86.219,Flaring,-2.9210000000000065,-0.0327686784832848
1961,882.126,Gas,47.507999999999925,0.05692184927715425
1961,3309.097,Oil,189.1270000000004,0.0606182110725425
1961,29.219,Other industry,1.7119999999999997,0.062238702875631643
1962,176.364,Cement,12.219999999999999,0.07444682717613801
1962,4928.587,Coal,-15.59899999999925,-0.003155018844355623
1962,85.931,Flaring,-0.2879999999999967,-0.0033403310175251014
1962,967.82,Gas,85.69400000000007,0.09714485232268415
1962,3558.261,Oil,249.16399999999976,0.07529667459128571
1962,30.277,Other industry,1.0579999999999998,0.03620931585612101
1963,185.981,Cement,9.61699999999999,0.054529269011816414
1963,5107.931,Coal,179.34399999999914,0.03638852271452226
1963,90.506,Flaring,4.575000000000003,0.05324039054590314
1963,1046.95,Gas,79.13,0.08176107127358392
1963,3803.658,Oil,245.39699999999993,0.06896543002326135
1963,31.751,Other industry,1.4740000000000002,0.04868381940086535
1964,206.15,Cement,20.16900000000001,0.10844656174555471
1964,5213.215,Coal,105.28400000000056,0.02061186809297161
1964,112.792,Flaring,22.286,0.24623781848717213
1964,1152.992,Gas,106.04199999999992,0.10128659439323741
1964,4104.341,Oil,300.68300000000045,0.07905100826625329
1964,34.98,Other industry,3.2289999999999957,0.10169758432805252
1965,216.431,Cement,10.281000000000006,0.04987145282561244
1965,5289.088,Coal,75.87299999999959,0.01455397485045209
1965,130.443,Flaring,17.65100000000001,0.15649159514859218
1965,1230.667,Gas,77.67499999999995,0.06736820376897668
1965,4409.442,Oil,305.10099999999966,0.07433617235994759
1965,34.532,Other industry,-0.4480000000000004,-0.012807318467695838
1966,233.008,Cement,16.576999999999998,0.07659253988569104
1966,5349.978,Coal,60.89000000000033,0.011512381718738718
1966,144.566,Flaring,14.12299999999999,0.10826951235405495
1966,1339.98,Gas,109.3130000000001,0.08882419045932012
1966,4758.873,Oil,349.4309999999996,0.0792460814769759
1966,36.221,Other industry,1.689,0.048911154870844444
1967,239.881,Cement,6.8729999999999905,0.029496841310169566
1967,5261.868,Coal,-88.10999999999967,-0.016469226602427087
1967,190.783,Flaring,46.216999999999985,0.319694810674709
1967,1433.099,Gas,93.11899999999991,0.06949282825116786
1967,5074.54,Oil,315.66700000000037,0.06633230178657855
1967,37.2,Other industry,0.9790000000000063,0.02702851936721809
1968,255.273,Cement,15.391999999999996,0.0641651485528241
1968,5319.659,Coal,57.79099999999926,0.010982981709157139
1968,203.8,Flaring,13.017000000000024,0.06822934957517192
1968,1559.751,Gas,126.65200000000004,0.08837630896400042
1968,5528.198,Oil,453.65800000000036,0.08939884206253185
1968,38.593,Other industry,1.3930000000000007,0.0374462365591398
1969,270.599,Cement,15.325999999999993,0.060037685144923254
1969,5518.273,Coal,198.6140000000005,0.037335851790500196
1969,244.035,Flaring,40.234999999999985,0.19742394504416086
1969,1708.72,Gas,148.96900000000005,0.09550819329495544
1969,5978.462,Oil,450.2640000000001,0.08144860223892127
1969,41.708,Other industry,3.114999999999995,0.08071411914077668
1970,288.231,Cement,17.632000000000005,0.06515914692958956
1970,5698.858,Coal,180.58500000000004,0.032724912304991076
1970,277.747,Flaring,33.71200000000002,0.13814411867150211
1970,1790.936,Gas,82.2159999999999,0.04811554848073405
1970,6799.016,Oil,820.5539999999992,0.13725168780867036
1970,44.35,Other industry,2.642000000000003,0.06334516159969318
1971,303.058,Cement,14.826999999999998,0.05144137861645694
1971,5700.055,Coal,1.1970000000001164,0.00021004208211541968
1971,321.473,Flaring,43.726,0.15743104335960423
1971,1933.588,Gas,142.65200000000004,0.07965220421053575
1971,7201.027,Oil,402.0110000000004,0.05912782084937003
1971,44.661,Other industry,0.31099999999999994,0.0070124013528748575
1972,321.256,Cement,18.19799999999998,0.06004791162087778
1972,5691.283,Coal,-8.771999999999935,-0.0015389325190721728
1972,346.914,Flaring,25.440999999999974,0.07913883903158266
1972,2052.349,Gas,118.7610000000002,0.06142001295001841
1972,7764.705,Oil,563.6779999999999,0.07827744570323092
1972,48.072,Other industry,3.4110000000000014,0.07637536105326798
1973,340.161,Cement,18.90500000000003,0.05884714993649934
1973,5860.898,Coal,169.61499999999978,0.029802594599495365
1973,402.186,Flaring,55.27199999999999,0.15932478942908038
1973,2202.723,Gas,150.3739999999998,0.07326921493371731
1973,8219.69,Oil,454.9850000000006,0.05859655968900307
1973,51.627,Other industry,3.5549999999999997,0.07395157264103844
1974,340.611,Cement,0.44999999999998863,0.0013229029782955385
1974,5857.693,Coal,-3.2049999999999272,-0.000546844527920453
1974,391.389,Flaring,-10.796999999999969,-0.02684578776983776
1974,2256.541,Gas,53.81800000000021,0.024432486517823718
1974,8099.29,Oil,-120.40000000000055,-0.014647754355699611
1974,52.388,Other industry,0.7609999999999957,0.014740349042167774
1975,339.876,Cement,-0.7350000000000136,-0.00215788685626716
1975,6018.315,Coal,160.6219999999994,0.027420692753956102
1975,336.728,Flaring,-54.661,-0.1396590093232053
1975,2241.266,Gas,-15.275000000000091,-0.006769210043159017
1975,8005.122,Oil,-94.16799999999967,-0.011626698142676662
1975,47.169,Other industry,-5.219000000000001,-0.09962205085134003
1976,356.053,Cement,16.17700000000002,0.04759677058692
1976,6226.34,Coal,208.02500000000055,0.03456532268583491
1976,395.431,Flaring,58.702999999999975,0.17433358675251234
1976,2359.009,Gas,117.74299999999994,0.0525341481109337
1976,8475.642,Oil,470.5199999999995,0.05877736779027222
1976,50.017,Other industry,2.848000000000006,0.06037863851258255
1977,372.71,Cement,16.656999999999982,0.04678236105298925
1977,6375.023,Coal,148.683,0.023879678912491126
1977,381.487,Flaring,-13.94399999999996,-0.03526278920974825
1977,2411.72,Gas,52.710999999999785,0.022344552309889357
1977,8767.405,Oil,291.76300000000083,0.03442370501255254
1977,49.692,Other industry,-0.32500000000000284,-0.006497790751144667
1978,397.889,Cement,25.17900000000003,0.06755654530331902
1978,6510.128,Coal,135.10499999999956,0.021192864715938994
1978,390.189,Flaring,8.701999999999998,0.022810737980586488
1978,2541.737,Gas,130.01700000000028,0.05391048712122481
1978,9133.723,Oil,366.3179999999993,0.04178180430811617
1978,51.076,Other industry,1.3840000000000003,0.02785156564436932
1979,403.703,Cement,5.8139999999999645,0.014612115439230449
1979,6799.882,Coal,289.7539999999999,0.04450818785744304
1979,360.159,Flaring,-30.03000000000003,-0.07696270269023481
1979,2668.065,Gas,126.32799999999997,0.04970144432724549
1979,9224.317,Oil,90.59399999999914,0.009918627924231897
1979,52.464,Other industry,1.3879999999999981,0.02717518991307068
1980,406.156,Cement,2.4530000000000314,0.006076249123737083
1980,6984.99,Coal,185.10800000000017,0.027222237091761324
1980,316.456,Flaring,-43.702999999999975,-0.12134362878617493
1980,2741.514,Gas,73.44900000000007,0.02752893951234324
1980,8912.474,Oil,-311.84299999999894,-0.0338066222138722
1980,48.202,Other industry,-4.2620000000000005,-0.08123665751753585
1981,406.189,Cement,0.03300000000001546,8.124956913111086e-05
1981,6942.941,Coal,-42.04899999999998,-0.006019908403591126
1981,237.177,Flaring,-79.27900000000002,-0.25052139949945657
1981,2763.373,Gas,21.858999999999924,0.00797333152411402
1981,8483.404,Oil,-429.0699999999997,-0.04814263693784685
1981,46.672,Other industry,-1.5300000000000011,-0.03174142151777937
1982,404.047,Cement,-2.141999999999996,-0.005273407206989839
1982,7066.997,Coal,124.0560000000005,0.01786793233587906
1982,235.583,Flaring,-1.593999999999994,-0.006720719125378912
1982,2701.499,Gas,-61.87400000000025,-0.022390752171350104
1982,8276.258,Oil,-207.14600000000064,-0.024417792669074893
1982,45.361,Other industry,-1.311,-0.02808964689749743
1983,413.275,Cement,9.227999999999952,0.02283892715451408
1983,7269.239,Coal,202.24199999999928,0.028617813195618912
1983,212.848,Flaring,-22.734999999999985,-0.09650526566008577
1983,2743.12,Gas,41.621000000000095,0.015406631651538681
1983,8214.693,Oil,-61.56500000000051,-0.007438748284550881
1983,48.6,Other industry,3.2390000000000043,0.07140495138996064
1984,421.117,Cement,7.842000000000041,0.01897525860504517
1984,7586.115,Coal,316.8760000000002,0.04359135804999673
1984,186.753,Flaring,-26.095000000000027,-0.12259922573855533
1984,2972.027,Gas,228.90700000000015,0.08344768001399872
1984,8238.706,Oil,24.01300000000083,0.0029231768003990938
1984,52.532,Other industry,3.931999999999995,0.08090534979423858
1985,425.741,Cement,4.623999999999967,0.010980321383368439
1985,8144.824,Coal,558.7089999999998,0.07364889670140774
1985,181.449,Flaring,-5.303999999999974,-0.028401150182326248
1985,3089.7,Gas,117.67299999999977,0.03959351647882061
1985,8247.613,Oil,8.906999999999243,0.001081116379198292
1985,55.537,Other industry,3.0050000000000026,0.057203228508337825
1986,441.784,Cement,16.043000000000006,0.03768253468658177
1986,8261.466,Coal,116.64200000000073,0.014320996991463627
1986,169.67,Flaring,-11.779000000000025,-0.06491631257267895
1986,3014.606,Gas,-75.0939999999996,-0.02430462504450257
1986,8490.594,Oil,242.98099999999977,0.029460766405989196
1986,59.925,Other industry,4.387999999999998,0.07901038947008297
1987,458.382,Cement,16.598000000000013,0.037570396392807376
1987,8549.229,Coal,287.762999999999,0.03483195355400591
1987,163.009,Flaring,-6.661000000000001,-0.039258560735545484
1987,3281.567,Gas,266.9609999999998,0.08855585107970984
1987,8579.333,Oil,88.7390000000014,0.010451447802120959
1987,74.67,Other industry,14.745000000000005,0.24605757196495628
1988,481.928,Cement,23.545999999999992,0.051367636600041
1988,8836.429,Coal,287.2000000000007,0.03359367259901457
1988,185.629,Flaring,22.620000000000005,0.13876534424479633
1988,3435.978,Gas,154.41100000000006,0.04705404460734767
1988,8889.34,Oil,310.0069999999996,0.036134161012283776
1988,89.452,Other industry,14.781999999999996,0.19796437659033073
1989,492.073,Cement,10.144999999999982,0.021050862369482542
1989,8827.798,Coal,-8.630999999999403,-0.0009767520341078283
1989,150.973,Flaring,-34.65599999999998,-0.18669496684246523
1989,3604.958,Gas,168.98000000000002,0.04917959311730169
1989,9037.386,Oil,148.04600000000028,0.01665432979276305
1989,87.024,Other industry,-2.4279999999999973,-0.027143048785941034
1990,492.522,Cement,0.4490000000000123,0.0009124662397652631
1990,8659.787,Coal,-168.01100000000042,-0.01903203947349049
1990,256.788,Flaring,105.815,0.7008869135540792
1990,3790.182,Gas,185.2239999999997,0.05138034895274777
1990,9196.439,Oil,159.05299999999988,0.017599447450844734
1990,336.425,Other industry,249.401,2.865887571244714
1991,504.694,Cement,12.172000000000025,0.024713616853663443
1991,8574.09,Coal,-85.69700000000012,-0.009895970882424719
1991,272.16,Flaring,15.372000000000014,0.059862610402355305
1991,3851.52,Gas,61.33800000000019,0.016183391721030862
1991,9656.487,Oil,460.04799999999886,0.0500245801663012
1991,346.639,Other industry,10.213999999999999,0.03036040722300661
1992,525.922,Cement,21.22800000000001,0.042061130110522434
1992,8361.174,Coal,-212.91599999999926,-0.024832489512006437
1992,239.794,Flaring,-32.366000000000014,-0.11892269253380368
1992,3901.366,Gas,49.846000000000004,0.012941903456297775
1992,9154.655,Oil,-501.8319999999985,-0.051968381462119566
1992,337.513,Other industry,-9.126000000000033,-0.02632710110518445
1993,549.567,Cement,23.644999999999982,0.04495913842737132
1993,8470.028,Coal,108.85399999999936,0.013018985132948956
1993,232.44,Flaring,-7.354000000000013,-0.030667990024771316
1993,4007.804,Gas,106.4380000000001,0.027282239092666544
1993,9172.321,Oil,17.665999999999258,0.0019297286462460089
1993,317.711,Other industry,-19.801999999999964,-0.05867033269829596
1994,586.744,Cement,37.17700000000002,0.06764780272469056
1994,8513.747,Coal,43.71899999999914,0.005161612216630115
1994,312.927,Flaring,80.48700000000002,0.34627000516262274
1994,4040.174,Gas,32.36999999999989,0.008076742275819847
1994,9196.235,Oil,23.91400000000067,0.0026071917892974603
1994,324.772,Other industry,7.060999999999979,0.022224600344338024
1995,620.204,Cement,33.45999999999992,0.057026573769821114
1995,8758.441,Coal,244.69400000000132,0.028741046686024535
1995,324.364,Flaring,11.436999999999955,0.03654846018400443
1995,4196.848,Gas,156.67399999999998,0.03877902288366788
1995,9283.901,Oil,87.66599999999926,0.009532814244090027
1995,332.879,Other industry,8.107000000000028,0.02496212727698209
1996,633.559,Cement,13.355000000000018,0.021533237450903284
1996,8976.964,Coal,218.52299999999923,0.0249499882456249
1996,348.548,Flaring,24.184000000000026,0.07455821237868576
1996,4381.599,Gas,184.7510000000002,0.0440213703236334
1996,9562.137,Oil,278.2360000000008,0.02996972931960399
1996,330.67,Other industry,-2.209000000000003,-0.006636044929238561
1997,658.829,Cement,25.269999999999982,0.039885788063937194
1997,8927.3,Coal,-49.66400000000067,-0.005532382663002845
1997,350.78,Flaring,2.231999999999971,0.006403709101759215
1997,4395.058,Gas,13.458999999999833,0.0030717096658091788
1997,9702.211,Oil,140.0739999999987,0.014648817518510632
1997,346.144,Other industry,15.47399999999999,0.04679589923488671
1998,656.596,Cement,-2.2329999999999472,-0.0033893468563162025
1998,8689.001,Coal,-238.29899999999907,-0.02669328912437121
1998,334.982,Flaring,-15.797999999999945,-0.04503677518672657
1998,4443.504,Gas,48.44599999999991,0.011022835193528712
1998,9821.975,Oil,119.76400000000103,0.012343990457432953
1998,349.655,Other industry,3.5109999999999673,0.010143177405935008
1999,688.047,Cement,31.451000000000022,0.04790007858713733
1999,8809.093,Coal,120.09200000000055,0.013821151591535154
1999,328.418,Flaring,-6.564000000000021,-0.019595082720862675
1999,4586.166,Gas,142.66200000000026,0.0321057435753406
1999,10064.188,Oil,242.21299999999974,0.024660315262459917
1999,361.859,Other industry,12.204000000000008,0.034902975790422015
2000,718.165,Cement,30.117999999999938,0.043773172472229276
2000,9156.638,Coal,347.5450000000001,0.03945298341157257
2000,345.576,Flaring,17.158000000000015,0.052244395861371834
2000,4727.823,Gas,141.65700000000015,0.030887891977743533
2000,10211.624,Oil,147.4359999999997,0.014649567357048546
2000,351.657,Other industry,-10.201999999999998,-0.02819330181092635
2001,750.748,Cement,32.583000000000084,0.045369796634478265
2001,9208.429,Coal,51.79099999999926,0.005656115268507858
2001,334.076,Flaring,-11.5,-0.033277773919485144
2001,4771.715,Gas,43.891999999999825,0.009283765487836541
2001,10283.57,Oil,71.94599999999991,0.007045500304359024
2001,344.456,Other industry,-7.200999999999965,-0.020477340135415946
2002,779.004,Cement,28.255999999999972,0.037637129902443923
2002,9630.182,Coal,421.7530000000006,0.04580075493876323
2002,323.111,Flaring,-10.965000000000032,-0.032821872867251856
2002,4913.652,Gas,141.9369999999999,0.0297454898291285
2002,10269.353,Oil,-14.217000000000553,-0.0013824965454604338
2002,350.03,Other industry,5.573999999999955,0.016182037763894243
2003,857.435,Cement,78.43099999999993,0.10068112615596315
2003,10466.565,Coal,836.3829999999998,0.08685017583260625
2003,343.439,Flaring,20.32800000000003,0.06291336413802077
2003,5096.196,Gas,182.54399999999987,0.03715037206542097
2003,10540.85,Oil,271.4970000000012,0.02643759543566194
2003,348.206,Other industry,-1.8239999999999554,-0.005210981915835659
2004,895.93,Cement,38.495000000000005,0.04489553143970098
2004,10813.392,Coal,346.8269999999993,0.03313665944844362
2004,341.454,Flaring,-1.9850000000000136,-0.0057797745742330184
2004,5257.67,Gas,161.47400000000016,0.03168520206051733
2004,10924.574,Oil,383.72400000000016,0.036403515845496344
2004,377.004,Other industry,28.798000000000002,0.08270391664704227
2005,966.776,Cement,70.846,0.0790753741921802
2005,11498.5,Coal,685.1080000000002,0.06335736279605883
2005,346.552,Flaring,5.098000000000013,0.014930268791696724
2005,5376.289,Gas,118.61899999999969,0.022561134494937813
2005,11030.305,Oil,105.73099999999977,0.009678272123013653
2005,380.529,Other industry,3.5249999999999773,0.009350033421395999
2006,1047.294,Cement,80.51800000000014,0.08328506293081349
2006,12136.238,Coal,637.7379999999994,0.055462712527720955
2006,346.573,Flaring,0.020999999999958163,6.059696668886101e-05
2006,5531.006,Gas,154.71700000000055,0.02877765685587225
2006,11142.928,Oil,112.62299999999959,0.010210325099804546
2006,390.113,Other industry,9.584000000000003,0.025185991080837473
2007,1126.199,Cement,78.90499999999997,0.07534178559220235
2007,12724.451,Coal,588.2129999999997,0.048467490502411024
2007,342.25,Flaring,-4.322999999999979,-0.012473562568347734
2007,5736.637,Gas,205.6309999999994,0.037177866015693964
2007,11184.312,Oil,41.384000000000015,0.0037139251011942295
2007,385.405,Other industry,-4.708000000000027,-0.012068298159764035
2008,1137.397,Cement,11.197999999999865,0.009943180556899682
2008,13149.669,Coal,425.21800000000076,0.033417394589361916
2008,333.686,Flaring,-8.564000000000021,-0.025022644265887573
2008,5905.5,Gas,168.86300000000028,0.029435887262868523
2008,11143.34,Oil,-40.97199999999975,-0.003663345586210377
2008,380.068,Other industry,-5.336999999999989,-0.01384777052710782
2009,1170.606,Cement,33.20900000000006,0.029197369080453055
2009,13003.172,Coal,-146.4969999999994,-0.011140736698391373
2009,328.636,Flaring,-5.0499999999999545,-0.015133988240441477
2009,5765.684,Gas,-139.8159999999998,-0.02367555668444667
2009,10899.597,Oil,-243.7430000000004,-0.021873423946500815
2009,345.319,Other industry,-34.74899999999997,-0.09142837597482548
2010,1251.813,Cement,81.20700000000011,0.06937176129286891
2010,13918.224,Coal,915.0519999999997,0.07037144475209585
2010,339.741,Flaring,11.104999999999961,0.03379118538443737
2010,6205.78,Gas,440.09599999999955,0.07633023245810897
2010,11253.694,Oil,354.09699999999975,0.03248716443369418
2010,348.421,Other industry,3.1019999999999754,0.008982998329081155
2011,1344.747,Cement,92.93399999999997,0.0742395229958468
2011,14704.223,Coal,785.9989999999998,0.05647265053357381
2011,356.251,Flaring,16.50999999999999,0.048595842126796567
2011,6389.33,Gas,183.55000000000018,0.029577265065793532
2011,11310.148,Oil,56.45399999999972,0.005016486142239138
2011,375.29,Other industry,26.869000000000028,0.0771164769058123
2012,1377.354,Cement,32.60699999999997,0.024247683765050206
2012,14867.802,Coal,163.57899999999972,0.011124627258441315
2012,374.059,Flaring,17.80800000000005,0.04998722810602651
2012,6523.143,Gas,133.8130000000001,0.020943197487060475
2012,11432.716,Oil,122.56800000000112,0.010836993468166918
2012,379.661,Other industry,4.370999999999981,0.011646992992086068
2013,1441.334,Cement,63.98000000000002,0.04645138432095163
2013,14953.153,Coal,85.35100000000057,0.005740660253613855
2013,382.017,Flaring,7.95799999999997,0.02127471869410967
2013,6573.116,Gas,49.972999999999956,0.007660877586157464
2013,11516.626,Oil,83.90999999999985,0.007339463343618424
2013,409.574,Other industry,29.91300000000001,0.07878870887449596
2014,1492.451,Cement,51.11699999999996,0.035465062227075725
2014,15014.883,Coal,61.72999999999956,0.0041282263346064585
2014,383.772,Flaring,1.7549999999999955,0.004594036391050649
2014,6604.976,Gas,31.859999999999673,0.004847016240090647
2014,11561.832,Oil,45.20600000000013,0.003925281588548601
