iso_code,country,cluster,pca1,pca2
TUR,Turkey,1,-0.06033417199039448,-0.3418051847929572
TWN,Taiwan,0,-1.7640408244229104,-0.024569228706986492
TZA,Tanzania,1,1.8992289994367004,-0.6523956873395098
UGA,Uganda,1,1.315752235002071,-1.1823352154789362
UKR,Ukraine,0,-1.662943189221194,0.6430982013845521
URY,Uruguay,1,0.13125153112794335,-0.7430406002865303
USA,United States,0,-2.5815955525618755,0.45431486989036957
UZB,Uzbekistan,0,-0.4250391366418674,0.07300203167183264
VEN,Venezuela,0,-1.5837518139497964,0.3612029726423846
VNM,Vietnam,2,2.0103325433008936,1.201397217200738
YEM,Yemen,0,-1.4707297506040171,-0.914239854712327
ZAF,South Africa,0,-1.4639423124767699,1.1688517202381665
ZMB,Zambia,2,2.7277276666837955,-0.10771447820096886
ZWE,Zimbabwe,1,0.31188434646551033,0.6192636277681866
